Model	Marker1	Marker2	a	b	c	d	OR	Lower_CI	Upper_CI	chi_square	chi_pvalue
aa*bb_vs_other	rs1416770	rs10846239	20	30	27	23	0.567901	0.256871	1.25554	1.445203	0.229299
aa*bb_vs_other	rs1416770	rs6471533	20	30	27	23	0.567901	0.256871	1.25554	1.445203	0.229299
aa*bb_vs_other	rs1416770	rs5926356	11	39	15	35	0.65812	0.267037	1.621955	0.467775	0.494012
aa*bb_vs_other	rs1416770	rs5381179	10	40	13	37	0.711538	0.278549	1.817586	0.225861	0.63461
aa*bb_vs_other	rs1416770	rs4836002	16	34	26	24	0.434389	0.19267	0.979364	3.325123	0.068229
aa*bb_vs_other	rs1416770	rs4290825	5	45	5	45	1	0.270721	3.693841	0.111111	0.738883
aa*bb_vs_other	rs1416770	rs3745648	20	30	27	23	0.567901	0.256871	1.25554	1.445203	0.229299
aa*bb_vs_other	rs1416770	rs3200471	14	36	25	25	0.388889	0.169622	0.891599	4.203447	0.040342
aa*bb_vs_other	rs1416770	rs2655294	20	30	27	23	0.567901	0.256871	1.25554	1.445203	0.229299
aa*bb_vs_other	rs1416770	rs2110117	5	45	5	45	1	0.270721	3.693841	0.111111	0.738883
aa*bb_vs_other	rs1416770	rs1564940	15	35	12	38	1.357143	0.55889	3.295524	0.202943	0.652356
aa*bb_vs_other	rs1416770	rs1019763	3	47	1	49	3.12766	0.314103	31.14345	0.260417	0.609834
aa*bb_vs_other	rs1416770	rs474586	3	47	1	49	3.12766	0.314103	31.14345	0.260417	0.609834
aa*bb_vs_other	rs1416770	rs70591	15	35	13	37	1.21978	0.508603	2.925392	0.049603	0.823755
aa*bb_vs_other	rs1416770	rs615768	15	35	13	37	1.21978	0.508603	2.925392	0.049603	0.823755
aa*bb_vs_other	rs1416770	rs1160945	14	36	13	37	1.106838	0.457526	2.677639	0	1
aa*bb_vs_other	rs1416770	rs1706122	5	45	5	45	1	0.270721	3.693841	0.111111	0.738883
aa*bb_vs_other	rs1416770	rs2251299	11	39	11	39	1	0.388176	2.576152	0.058275	0.809243
aa*bb_vs_other	rs1416770	rs2796476	13	37	16	34	0.746622	0.313605	1.777533	0.194269	0.659387
aa*bb_vs_other	rs1416770	rs3341653	10	40	13	37	0.711538	0.278549	1.817586	0.225861	0.63461
aa*bb_vs_other	rs1416770	rs3886830	15	35	15	35	1	0.425107	2.352348	0.047619	0.827259
aa*bb_vs_other	rs1416770	rs4432007	13	37	10	40	1.405405	0.55018	3.590031	0.225861	0.63461
aa*bb_vs_other	rs1416770	rs4977184	6	44	5	45	1.227273	0.348998	4.315779	0	1
aa*bb_vs_other	rs1416770	rs5522361	11	39	10	40	1.128205	0.43056	2.956257	0	1
aa*bb_vs_other	rs1416770	rs6067538	11	39	10	40	1.128205	0.43056	2.956257	0	1
aa*bb_vs_other	rs1416770	rs6612715	9	41	9	41	1	0.360474	2.774125	0.067751	0.79464
aa*bb_vs_other	rs1416770	rs7157892	9	41	9	41	1	0.360474	2.774125	0.067751	0.79464
aa*bb_vs_other	rs1416770	rs7703069	9	41	9	41	1	0.360474	2.774125	0.067751	0.79464
aa*bb_vs_other	rs1416770	rs8248246	9	41	9	41	1	0.360474	2.774125	0.067751	0.79464
aa*bb_vs_other	rs1416770	rs8793423	9	41	9	41	1	0.360474	2.774125	0.067751	0.79464
aa*bb_vs_other	rs1416770	rs9338600	5	45	8	42	0.583333	0.176775	1.924923	0.353669	0.552043
aa*bb_vs_other	rs1416770	rs9883777	4	46	6	44	0.637681	0.168488	2.413447	0.111111	0.738883
aa*bb_vs_other	rs1416770	rs10428954	6	44	8	42	0.715909	0.228997	2.238131	0.083056	0.773197
aa*bb_vs_other	rs1416770	rs10974131	6	44	8	42	0.715909	0.228997	2.238131	0.083056	0.773197
aa*bb_vs_other	rs1416770	rs11519308	6	44	8	42	0.715909	0.228997	2.238131	0.083056	0.773197
aa*bb_vs_other	rs1416770	rs12064485	6	44	8	42	0.715909	0.228997	2.238131	0.083056	0.773197
aa*bb_vs_other	rs1416770	rs12609662	6	44	8	42	0.715909	0.228997	2.238131	0.083056	0.773197
aa*bb_vs_other	rs1416770	rs13154839	6	44	8	42	0.715909	0.228997	2.238131	0.083056	0.773197
aa*bb_vs_other	rs1416770	rs13700016	21	29	25	25	0.724138	0.328931	1.59418	0.362319	0.547221
aa*bb_vs_other	rs1416770	rs14245193	6	44	9	41	0.621212	0.203259	1.898586	0.313726	0.575403
aa*bb_vs_other	rs1416770	rs14790370	17	33	20	30	0.772727	0.342397	1.743902	0.1716	0.678694
aa*bb_vs_other	rs1941955	rs2125573	19	31	25	25	0.612903	0.27653	1.358446	1.01461	0.313801
aa*bb_vs_other	rs1941955	rs2235751	15	35	14	36	1.102041	0.464351	2.615467	0	1
aa*bb_vs_other	rs1941955	rs2521373	15	35	13	37	1.21978	0.508603	2.925392	0.049603	0.823755
aa*bb_vs_other	rs1941955	rs264581	16	34	15	35	1.098039	0.470299	2.563666	0	1
aa*bb_vs_other	rs1941955	rs2804694	16	34	25	25	0.470588	0.208789	1.060657	2.645721	0.103829
aa*bb_vs_other	rs1941955	rs2959823	15	35	20	30	0.642857	0.280808	1.4717	0.703297	0.401678
aa*bb_vs_other	rs1941955	rs5931272	6	44	8	42	0.715909	0.228997	2.238131	0.083056	0.773197
aa*bb_vs_other	rs1941955	rs6546473	3	47	3	47	1	0.191931	5.210198	0.177305	0.6737
aa*bb_vs_other	rs1941955	rs739259	11	39	17	33	0.547511	0.225088	1.331784	1.240079	0.265456
aa*bb_vs_other	rs1941955	rs798149	13	37	21	29	0.485199	0.208333	1.13001	2.183601	0.139488
aa*bb_vs_other	rs1941955	rs845016	9	41	9	41	1	0.360474	2.774125	0.067751	0.79464
aa*bb_vs_other	rs1941955	rs472920	10	40	13	37	0.711538	0.278549	1.817586	0.225861	0.63461
aa*bb_vs_other	rs1941955	rs133860	10	40	13	37	0.711538	0.278549	1.817586	0.225861	0.63461
aa*bb_vs_other	rs1941955	rs9839873	20	30	27	23	0.567901	0.256871	1.25554	1.445203	0.229299
aa*bb_vs_other	rs1941955	rs1484127	3	47	4	46	0.734043	0.155614	3.462529	0	1
aa*bb_vs_other	rs1941955	rs1510189	10	40	18	32	0.444444	0.18033	1.095387	2.430556	0.118991
aa*bb_vs_other	rs1941955	rs6426327	10	40	18	32	0.444444	0.18033	1.095387	2.430556	0.118991
aa*bb_vs_other	rs1941955	rs3818562	10	40	18	32	0.444444	0.18033	1.095387	2.430556	0.118991
aa*bb_vs_other	rs1941955	rs7660805	12	38	19	31	0.515235	0.217052	1.223061	1.683029	0.194522
aa*bb_vs_other	rs1941955	rs6982811	12	38	19	31	0.515235	0.217052	1.223061	1.683029	0.194522
aa*bb_vs_other	rs1941955	rs11249206	11	39	15	35	0.65812	0.267037	1.621955	0.467775	0.494012
aa*bb_vs_other	rs1941955	rs9363764	11	39	15	35	0.65812	0.267037	1.621955	0.467775	0.494012
aa*bb_vs_other	rs1941955	rs2032088	14	36	15	35	0.907407	0.382341	2.153544	0	1
aa*bb_vs_other	rs1941955	rs348937	13	37	10	40	1.405405	0.55018	3.590031	0.225861	0.63461
aa*bb_vs_other	rs1941955	rs1467387	11	39	15	35	0.65812	0.267037	1.621955	0.467775	0.494012
aa*bb_vs_other	rs1941955	rs4742386	14	36	25	25	0.388889	0.169622	0.891599	4.203447	0.040342
aa*bb_vs_other	rs1941955	rs2857639	11	39	15	35	0.65812	0.267037	1.621955	0.467775	0.494012
aa*bb_vs_other	rs1941955	rs1495031	11	39	15	35	0.65812	0.267037	1.621955	0.467775	0.494012
aa*bb_vs_other	rs1941955	rs1510480	11	39	15	35	0.65812	0.267037	1.621955	0.467775	0.494012
aa*bb_vs_other	rs1941955	rs7746156	11	39	15	35	0.65812	0.267037	1.621955	0.467775	0.494012
aa*bb_vs_other	rs1941955	rs1945975	11	39	15	35	0.65812	0.267037	1.621955	0.467775	0.494012
aa*bb_vs_other	rs1941955	rs966367	10	40	14	36	0.642857	0.254132	1.626183	0.493421	0.482405
aa*bb_vs_other	rs1941955	rs877309	11	39	15	35	0.65812	0.267037	1.621955	0.467775	0.494012
aa*bb_vs_other	rs1941955	rs4331560	11	39	15	35	0.65812	0.267037	1.621955	0.467775	0.494012
aa*bb_vs_other	rs1941955	rs10796216	20	30	27	23	0.567901	0.256871	1.25554	1.445203	0.229299
aa*bb_vs_other	rs1941955	rs1040870	11	39	16	34	0.599359	0.24493	1.466671	0.811771	0.367597
aa*bb_vs_other	rs1941955	rs10936224	11	39	15	35	0.65812	0.267037	1.621955	0.467775	0.494012
aa*bb_vs_other	rs1941955	rs213028	13	37	12	38	1.112613	0.449716	2.752639	0	1
aa*bb_vs_other	rs1941955	rs654498	10	40	14	36	0.642857	0.254132	1.626183	0.493421	0.482405
aa*bb_vs_other	rs1941955	rs13369115	5	45	5	45	1	0.270721	3.693841	0.111111	0.738883
aa*bb_vs_other	rs1941955	rs10033147	20	30	27	23	0.567901	0.256871	1.25554	1.445203	0.229299
aa*bb_vs_other	rs1941955	rs3936238	12	38	11	39	1.119617	0.440785	2.843884	0	1
aa*bb_vs_other	rs1941955	rs1520670	20	30	27	23	0.567901	0.256871	1.25554	1.445203	0.229299
aa*bb_vs_other	rs1941955	rs6991394	11	39	14	36	0.725275	0.29182	1.802559	0.213333	0.644167
aa*bb_vs_other	rs1941955	rs2208123	10	40	7	43	1.535714	0.533381	4.421643	0.283487	0.594425
aa*bb_vs_other	rs1941955	rs10774834	11	39	14	36	0.725275	0.29182	1.802559	0.213333	0.644167
aa*bb_vs_other	rs1941955	rs5936512	1	49	1	49	1	0.06081	16.444649	0.510204	0.475051
aa*bb_vs_other	rs1941955	rs6626309	5	45	5	45	1	0.270721	3.693841	0.111111	0.738883
aa*bb_vs_other	rs1941955	rs5987737	11	39	15	35	0.65812	0.267037	1.621955	0.467775	0.494012
aa*bb_vs_other	rs1941955	rs715359	11	39	15	35	0.65812	0.267037	1.621955	0.467775	0.494012
aa*bb_vs_other	rs1941955	rs2385226	10	40	7	43	1.535714	0.533381	4.421643	0.283487	0.594425
aa*bb_vs_other	rs1941955	rs11034952	5	45	5	45	1	0.270721	3.693841	0.111111	0.738883
aa*bb_vs_other	rs1941955	rs1414097	18	32	20	30	0.84375	0.375928	1.893751	0.042445	0.836774
aa*bb_vs_other	rs1941955	rs951295	2	48	4	46	0.479167	0.083691	2.743442	0.177305	0.6737
aa*bb_vs_other	rs1941955	rs10882854	13	37	11	39	1.2457	0.496254	3.126968	0.054825	0.814871
aa*bb_vs_other	rs1941955	rs10846239	20	30	27	23	0.567901	0.256871	1.25554	1.445203	0.229299
aa*bb_vs_other	rs1941955	rs6471533	20	30	27	23	0.567901	0.256871	1.25554	1.445203	0.229299
aa*bb_vs_other	rs1941955	rs5926356	11	39	15	35	0.65812	0.267037	1.621955	0.467775	0.494012
aa*bb_vs_other	rs1941955	rs5381179	10	40	13	37	0.711538	0.278549	1.817586	0.225861	0.63461
aa*bb_vs_other	rs1941955	rs4836002	16	34	26	24	0.434389	0.19267	0.979364	3.325123	0.068229
aa*bb_vs_other	rs1941955	rs4290825	5	45	5	45	1	0.270721	3.693841	0.111111	0.738883
aa*bb_vs_other	rs1941955	rs3745648	20	30	27	23	0.567901	0.256871	1.25554	1.445203	0.229299
aa*bb_vs_other	rs1941955	rs3200471	14	36	25	25	0.388889	0.169622	0.891599	4.203447	0.040342
aa*bb_vs_other	rs1941955	rs2655294	20	30	27	23	0.567901	0.256871	1.25554	1.445203	0.229299
aa*bb_vs_other	rs1941955	rs2110117	5	45	5	45	1	0.270721	3.693841	0.111111	0.738883
aa*bb_vs_other	rs1941955	rs1564940	15	35	12	38	1.357143	0.55889	3.295524	0.202943	0.652356
aa*bb_vs_other	rs1941955	rs1019763	3	47	1	49	3.12766	0.314103	31.14345	0.260417	0.609834
aa*bb_vs_other	rs1941955	rs474586	3	47	1	49	3.12766	0.314103	31.14345	0.260417	0.609834
aa*bb_vs_other	rs1941955	rs70591	15	35	13	37	1.21978	0.508603	2.925392	0.049603	0.823755
aa*bb_vs_other	rs1941955	rs615768	15	35	13	37	1.21978	0.508603	2.925392	0.049603	0.823755
aa*bb_vs_other	rs1941955	rs1160945	14	36	13	37	1.106838	0.457526	2.677639	0	1
aa*bb_vs_other	rs1941955	rs1706122	5	45	5	45	1	0.270721	3.693841	0.111111	0.738883
aa*bb_vs_other	rs1941955	rs2251299	11	39	11	39	1	0.388176	2.576152	0.058275	0.809243
aa*bb_vs_other	rs1941955	rs2796476	13	37	16	34	0.746622	0.313605	1.777533	0.194269	0.659387
aa*bb_vs_other	rs1941955	rs3341653	10	40	13	37	0.711538	0.278549	1.817586	0.225861	0.63461
aa*bb_vs_other	rs1941955	rs3886830	15	35	15	35	1	0.425107	2.352348	0.047619	0.827259
aa*bb_vs_other	rs1941955	rs4432007	13	37	10	40	1.405405	0.55018	3.590031	0.225861	0.63461
aa*bb_vs_other	rs1941955	rs4977184	6	44	5	45	1.227273	0.348998	4.315779	0	1
aa*bb_vs_other	rs1941955	rs5522361	11	39	10	40	1.128205	0.43056	2.956257	0	1
aa*bb_vs_other	rs1941955	rs6067538	11	39	10	40	1.128205	0.43056	2.956257	0	1
aa*bb_vs_other	rs1941955	rs6612715	9	41	9	41	1	0.360474	2.774125	0.067751	0.79464
aa*bb_vs_other	rs1941955	rs7157892	9	41	9	41	1	0.360474	2.774125	0.067751	0.79464
aa*bb_vs_other	rs1941955	rs7703069	9	41	9	41	1	0.360474	2.774125	0.067751	0.79464
aa*bb_vs_other	rs1941955	rs8248246	9	41	9	41	1	0.360474	2.774125	0.067751	0.79464
aa*bb_vs_other	rs1941955	rs8793423	9	41	9	41	1	0.360474	2.774125	0.067751	0.79464
aa*bb_vs_other	rs1941955	rs9338600	5	45	8	42	0.583333	0.176775	1.924923	0.353669	0.552043
aa*bb_vs_other	rs1941955	rs9883777	4	46	6	44	0.637681	0.168488	2.413447	0.111111	0.738883
aa*bb_vs_other	rs1941955	rs10428954	6	44	8	42	0.715909	0.228997	2.238131	0.083056	0.773197
aa*bb_vs_other	rs1941955	rs10974131	6	44	8	42	0.715909	0.228997	2.238131	0.083056	0.773197
aa*bb_vs_other	rs1941955	rs11519308	6	44	8	42	0.715909	0.228997	2.238131	0.083056	0.773197
aa*bb_vs_other	rs1941955	rs12064485	6	44	8	42	0.715909	0.228997	2.238131	0.083056	0.773197
aa*bb_vs_other	rs1941955	rs12609662	6	44	8	42	0.715909	0.228997	2.238131	0.083056	0.773197
aa*bb_vs_other	rs1941955	rs13154839	6	44	8	42	0.715909	0.228997	2.238131	0.083056	0.773197
aa*bb_vs_other	rs1941955	rs13700016	21	29	25	25	0.724138	0.328931	1.59418	0.362319	0.547221
aa*bb_vs_other	rs1941955	rs14245193	6	44	9	41	0.621212	0.203259	1.898586	0.313726	0.575403
aa*bb_vs_other	rs1941955	rs14790370	17	33	20	30	0.772727	0.342397	1.743902	0.1716	0.678694
aa*bb_vs_other	rs2125573	rs2235751	11	39	11	39	1	0.388176	2.576152	0.058275	0.809243
aa*bb_vs_other	rs2125573	rs2521373	11	39	10	40	1.128205	0.43056	2.956257	0	1
aa*bb_vs_other	rs2125573	rs264581	12	38	12	38	1	0.399375	2.503911	0.054825	0.814871
aa*bb_vs_other	rs2125573	rs2804694	12	38	20	30	0.473684	0.20024	1.120538	2.251838	0.133456
aa*bb_vs_other	rs2125573	rs2959823	12	38	17	33	0.613003	0.255831	1.46883	0.777076	0.378037
aa*bb_vs_other	rs2125573	rs5931272	4	46	6	44	0.637681	0.168488	2.413447	0.111111	0.738883
aa*bb_vs_other	rs2125573	rs6546473	2	48	3	47	0.652778	0.104309	4.085148	0	1
aa*bb_vs_other	rs2125573	rs739259	8	42	15	35	0.444444	0.168774	1.170385	2.03275	0.153942
aa*bb_vs_other	rs2125573	rs798149	10	40	19	31	0.407895	0.166178	1.001203	3.108305	0.077894
aa*bb_vs_other	rs2125573	rs845016	6	44	9	41	0.621212	0.203259	1.898586	0.313726	0.575403
aa*bb_vs_other	rs2125573	rs472920	8	42	12	38	0.603175	0.222687	1.633774	0.5625	0.453255
aa*bb_vs_other	rs2125573	rs133860	8	42	12	38	0.603175	0.222687	1.633774	0.5625	0.453255
aa*bb_vs_other	rs2125573	rs9839873	16	34	22	28	0.59893	0.264999	1.353655	1.061121	0.30296
aa*bb_vs_other	rs2125573	rs1484127	1	49	3	47	0.319728	0.032109	3.183668	0.260417	0.609834
aa*bb_vs_other	rs2125573	rs1510189	8	42	17	33	0.369748	0.142132	0.961874	3.413333	0.064672
aa*bb_vs_other	rs2125573	rs6426327	8	42	17	33	0.369748	0.142132	0.961874	3.413333	0.064672
aa*bb_vs_other	rs2125573	rs3818562	8	42	17	33	0.369748	0.142132	0.961874	3.413333	0.064672
aa*bb_vs_other	rs2125573	rs7660805	9	41	18	32	0.390244	0.154879	0.983287	3.247083	0.071551
aa*bb_vs_other	rs2125573	rs6982811	9	41	18	32	0.390244	0.154879	0.983287	3.247083	0.071551
aa*bb_vs_other	rs2125573	rs11249206	8	42	14	36	0.489796	0.184544	1.299964	1.456877	0.227428
aa*bb_vs_other	rs2125573	rs9363764	8	42	14	36	0.489796	0.184544	1.299964	1.456877	0.227428
aa*bb_vs_other	rs2125573	rs2032088	10	40	14	36	0.642857	0.254132	1.626183	0.493421	0.482405
aa*bb_vs_other	rs2125573	rs348937	11	39	9	41	1.2849	0.480306	3.437326	0.0625	0.802587
aa*bb_vs_other	rs2125573	rs1467387	8	42	14	36	0.489796	0.184544	1.299964	1.456877	0.227428
aa*bb_vs_other	rs2125573	rs4742386	11	39	20	30	0.423077	0.176139	1.016212	2.992052	0.083674
aa*bb_vs_other	rs2125573	rs2857639	8	42	14	36	0.489796	0.184544	1.299964	1.456877	0.227428
aa*bb_vs_other	rs2125573	rs1495031	8	42	14	36	0.489796	0.184544	1.299964	1.456877	0.227428
aa*bb_vs_other	rs2125573	rs1510480	8	42	14	36	0.489796	0.184544	1.299964	1.456877	0.227428
aa*bb_vs_other	rs2125573	rs7746156	8	42	14	36	0.489796	0.184544	1.299964	1.456877	0.227428
aa*bb_vs_other	rs2125573	rs1945975	8	42	14	36	0.489796	0.184544	1.299964	1.456877	0.227428
aa*bb_vs_other	rs2125573	rs966367	8	42	13	37	0.542125	0.202371	1.45228	0.964436	0.326072
aa*bb_vs_other	rs2125573	rs877309	8	42	14	36	0.489796	0.184544	1.299964	1.456877	0.227428
aa*bb_vs_other	rs2125573	rs4331560	8	42	14	36	0.489796	0.184544	1.299964	1.456877	0.227428
aa*bb_vs_other	rs2125573	rs10796216	16	34	22	28	0.59893	0.264999	1.353655	1.061121	0.30296
aa*bb_vs_other	rs2125573	rs1040870	8	42	14	36	0.489796	0.184544	1.299964	1.456877	0.227428
aa*bb_vs_other	rs2125573	rs10936224	8	42	14	36	0.489796	0.184544	1.299964	1.456877	0.227428
aa*bb_vs_other	rs2125573	rs213028	11	39	11	39	1	0.388176	2.576152	0.058275	0.809243
aa*bb_vs_other	rs2125573	rs654498	8	42	13	37	0.542125	0.202371	1.45228	0.964436	0.326072
aa*bb_vs_other	rs2125573	rs13369115	3	47	4	46	0.734043	0.155614	3.462529	0	1
aa*bb_vs_other	rs2125573	rs10033147	16	34	22	28	0.59893	0.264999	1.353655	1.061121	0.30296
aa*bb_vs_other	rs2125573	rs3936238	10	40	10	40	1	0.375311	2.664456	0.0625	0.802587
aa*bb_vs_other	rs2125573	rs1520670	16	34	22	28	0.59893	0.264999	1.353655	1.061121	0.30296
aa*bb_vs_other	rs2125573	rs6991394	8	42	13	37	0.542125	0.202371	1.45228	0.964436	0.326072
aa*bb_vs_other	rs2125573	rs2208123	8	42	6	44	1.396825	0.446801	4.366865	0.083056	0.773197
aa*bb_vs_other	rs2125573	rs10774834	8	42	13	37	0.542125	0.202371	1.45228	0.964436	0.326072
aa*bb_vs_other	rs2125573	rs5936512	1	49	1	49	1	0.06081	16.444649	0.510204	0.475051
aa*bb_vs_other	rs2125573	rs6626309	3	47	4	46	0.734043	0.155614	3.462529	0	1
aa*bb_vs_other	rs2125573	rs5987737	8	42	14	36	0.489796	0.184544	1.299964	1.456877	0.227428
aa*bb_vs_other	rs2125573	rs715359	8	42	14	36	0.489796	0.184544	1.299964	1.456877	0.227428
aa*bb_vs_other	rs2125573	rs2385226	8	42	6	44	1.396825	0.446801	4.366865	0.083056	0.773197
aa*bb_vs_other	rs2125573	rs11034952	3	47	4	46	0.734043	0.155614	3.462529	0	1
aa*bb_vs_other	rs2125573	rs1414097	14	36	19	31	0.634503	0.273657	1.471162	0.723654	0.394948
aa*bb_vs_other	rs2125573	rs951295	1	50	3	47	0.313333	0.031478	3.118931	0.281364	0.595809
aa*bb_vs_other	rs2125573	rs10882854	11	39	10	40	1.128205	0.43056	2.956257	0	1
aa*bb_vs_other	rs2125573	rs10846239	16	34	22	28	0.59893	0.264999	1.353655	1.061121	0.30296
aa*bb_vs_other	rs2125573	rs6471533	16	34	22	28	0.59893	0.264999	1.353655	1.061121	0.30296
aa*bb_vs_other	rs2125573	rs5926356	8	42	14	36	0.489796	0.184544	1.299964	1.456877	0.227428
aa*bb_vs_other	rs2125573	rs5381179	9	41	13	37	0.624765	0.239433	1.630233	0.524476	0.468939
aa*bb_vs_other	rs2125573	rs4836002	12	38	21	29	0.43609	0.184856	1.028772	2.894618	0.088876
aa*bb_vs_other	rs2125573	rs4290825	3	47	4	46	0.734043	0.155614	3.462529	0	1
aa*bb_vs_other	rs2125573	rs3745648	16	34	22	28	0.59893	0.264999	1.353655	1.061121	0.30296
aa*bb_vs_other	rs2125573	rs3200471	11	39	20	30	0.423077	0.176139	1.016212	2.992052	0.083674
aa*bb_vs_other	rs2125573	rs2655294	16	34	22	28	0.59893	0.264999	1.353655	1.061121	0.30296
aa*bb_vs_other	rs2125573	rs2110117	3	47	4	46	0.734043	0.155614	3.462529	0	1
aa*bb_vs_other	rs2125573	rs1564940	12	38	10	40	1.263158	0.488791	3.264317	0.058275	0.809243
aa*bb_vs_other	rs2125573	rs1019763	3	47	1	49	3.12766	0.314103	31.14345	0.260417	0.609834
aa*bb_vs_other	rs2125573	rs474586	3	47	1	49	3.12766	0.314103	31.14345	0.260417	0.609834
aa*bb_vs_other	rs2125573	rs70591	12	38	11	39	1.119617	0.440785	2.843884	0	1
aa*bb_vs_other	rs2125573	rs615768	12	38	11	39	1.119617	0.440785	2.843884	0	1
aa*bb_vs_other	rs2125573	rs1160945	11	39	11	39	1	0.388176	2.576152	0.058275	0.809243
aa*bb_vs_other	rs2125573	rs1706122	4	46	3	47	1.362319	0.288806	6.426151	0	1
aa*bb_vs_other	rs2125573	rs2251299	8	42	9	41	0.867725	0.305145	2.467504	0	1
aa*bb_vs_other	rs2125573	rs2796476	10	40	12	38	0.791667	0.306343	2.045865	0.058275	0.809243
aa*bb_vs_other	rs2125573	rs3341653	9	41	11	39	0.77827	0.290924	2.082005	0.0625	0.802587
aa*bb_vs_other	rs2125573	rs3886830	13	37	13	37	1	0.409146	2.444115	0.051975	0.819661
aa*bb_vs_other	rs2125573	rs4432007	11	39	8	42	1.480769	0.53951	4.064204	0.259909	0.610183
aa*bb_vs_other	rs2125573	rs4977184	5	45	4	46	1.277778	0.322255	5.066535	0	1
aa*bb_vs_other	rs2125573	rs5522361	9	41	8	42	1.152439	0.405268	3.277131	0	1
aa*bb_vs_other	rs2125573	rs6067538	9	41	8	42	1.152439	0.405268	3.277131	0	1
aa*bb_vs_other	rs2125573	rs6612715	8	42	8	42	1	0.34326	2.913245	0.074405	0.785028
aa*bb_vs_other	rs2125573	rs7157892	8	42	8	42	1	0.34326	2.913245	0.074405	0.785028
aa*bb_vs_other	rs2125573	rs7703069	8	42	8	42	1	0.34326	2.913245	0.074405	0.785028
aa*bb_vs_other	rs2125573	rs8248246	8	42	8	42	1	0.34326	2.913245	0.074405	0.785028
aa*bb_vs_other	rs2125573	rs8793423	8	42	8	42	1	0.34326	2.913245	0.074405	0.785028
aa*bb_vs_other	rs2125573	rs9338600	5	45	5	45	1	0.270721	3.693841	0.111111	0.738883
aa*bb_vs_other	rs2125573	rs9883777	5	45	4	46	1.277778	0.322255	5.066535	0	1
aa*bb_vs_other	rs2125573	rs10428954	5	45	5	45	1	0.270721	3.693841	0.111111	0.738883
aa*bb_vs_other	rs2125573	rs10974131	5	45	5	45	1	0.270721	3.693841	0.111111	0.738883
aa*bb_vs_other	rs2125573	rs11519308	5	45	5	45	1	0.270721	3.693841	0.111111	0.738883
aa*bb_vs_other	rs2125573	rs12064485	5	45	5	45	1	0.270721	3.693841	0.111111	0.738883
aa*bb_vs_other	rs2125573	rs12609662	5	45	5	45	1	0.270721	3.693841	0.111111	0.738883
aa*bb_vs_other	rs2125573	rs13154839	5	45	5	45	1	0.270721	3.693841	0.111111	0.738883
aa*bb_vs_other	rs2125573	rs13700016	17	33	20	30	0.772727	0.342397	1.743902	0.1716	0.678694
aa*bb_vs_other	rs2125573	rs14245193	5	45	6	44	0.814815	0.231708	2.865346	0	1
aa*bb_vs_other	rs2125573	rs14790370	14	36	15	35	0.907407	0.382341	2.153544	0	1
aa*bb_vs_other	rs2235751	rs2521373	35	15	27	23	1.987654	0.873948	4.520602	2.079796	0.14926
aa*bb_vs_other	rs2235751	rs264581	35	15	30	20	1.555556	0.679486	3.561152	0.703297	0.401678
aa*bb_vs_other	rs2235751	rs2804694	25	25	21	29	1.380952	0.627282	3.040147	0.362319	0.547221
aa*bb_vs_other	rs2235751	rs2959823	7	43	6	44	1.193798	0.37102	3.841176	0	1
aa*bb_vs_other	rs2235751	rs5931272	19	31	16	34	1.302419	0.571259	2.969399	0.175824	0.674987
aa*bb_vs_other	rs2235751	rs6546473	15	35	7	43	2.632653	0.966563	7.170628	2.855478	0.091063
aa*bb_vs_other	rs2235751	rs739259	6	44	9	41	0.621212	0.203259	1.898586	0.313726	0.575403
aa*bb_vs_other	rs2235751	rs798149	8	42	10	40	0.761905	0.273203	2.124788	0.067751	0.79464
aa*bb_vs_other	rs2235751	rs845016	3	47	3	47	1	0.191931	5.210198	0.177305	0.6737
aa*bb_vs_other	rs2235751	rs472920	4	46	6	44	0.637681	0.168488	2.413447	0.111111	0.738883
aa*bb_vs_other	rs2235751	rs133860	4	46	6	44	0.637681	0.168488	2.413447	0.111111	0.738883
aa*bb_vs_other	rs2235751	rs9839873	13	37	13	37	1	0.409146	2.444115	0.051975	0.819661
aa*bb_vs_other	rs2235751	rs1484127	14	36	9	41	1.771605	0.685458	4.578815	0.903444	0.34186
aa*bb_vs_other	rs2235751	rs1510189	4	46	8	42	0.456522	0.128071	1.627322	0.852273	0.35591
aa*bb_vs_other	rs2235751	rs6426327	4	46	8	42	0.456522	0.128071	1.627322	0.852273	0.35591
aa*bb_vs_other	rs2235751	rs3818562	4	46	8	42	0.456522	0.128071	1.627322	0.852273	0.35591
aa*bb_vs_other	rs2235751	rs7660805	5	45	8	42	0.583333	0.176775	1.924923	0.353669	0.552043
aa*bb_vs_other	rs2235751	rs6982811	5	45	8	42	0.583333	0.176775	1.924923	0.353669	0.552043
aa*bb_vs_other	rs2235751	rs11249206	4	46	7	43	0.534162	0.146022	1.954008	0.40858	0.522691
